"Gene","Var1"
"PHCA","Oligodendrocyte_Cahoy_all"
"MCART1","Oligodendrocyte_Cahoy_all"
"RNASEH2C","Oligodendrocyte_Cahoy_all"
"TMEFF1","Oligodendrocyte_Cahoy_all"
"TBC1D15","Oligodendrocyte_Cahoy_all"
"5530401J07RIK","Oligodendrocyte_Cahoy_all"
"LOC620695","Oligodendrocyte_Cahoy_all"
"CCDC128","Oligodendrocyte_Cahoy_all"
"RIOK2","Oligodendrocyte_Cahoy_all"
"DUSP26","Oligodendrocyte_Cahoy_all"
"C1orf76","Oligodendrocyte_Cahoy_all"
"KIAA1467","Oligodendrocyte_Cahoy_all"
"ACSS2","Oligodendrocyte_Cahoy_all"
"SCN8A","Oligodendrocyte_Cahoy_all"
"CREBZF","Oligodendrocyte_Cahoy_all"
"TMEM19","Oligodendrocyte_Cahoy_all"
"TBC1D16","Oligodendrocyte_Cahoy_all"
"6030400A10RIK","Oligodendrocyte_Cahoy_all"
"KIAA2013","Oligodendrocyte_Cahoy_all"
"NUDT8","Oligodendrocyte_Cahoy_all"
"DAAM1","Oligodendrocyte_Cahoy_all"
"PPP2R2A","Oligodendrocyte_Cahoy_all"
"TLE6","Oligodendrocyte_Cahoy_all"
"NUDT16","Oligodendrocyte_Cahoy_all"
"PLEKHF1","Oligodendrocyte_Cahoy_all"
"GPR34","Oligodendrocyte_Cahoy_all"
"LTV1","Oligodendrocyte_Cahoy_all"
"FLJ20152","Oligodendrocyte_Cahoy_all"
"CFL2","Oligodendrocyte_Cahoy_all"
"KLHL17","Oligodendrocyte_Cahoy_all"
"ORMDL2","Oligodendrocyte_Cahoy_all"
"TMEM33","Oligodendrocyte_Cahoy_all"
"ARHGAP12","Oligodendrocyte_Cahoy_all"
"PRIMA1","Oligodendrocyte_Cahoy_all"
"PANX1","Oligodendrocyte_Cahoy_all"
"SSPN","Oligodendrocyte_Cahoy_all"
"PAFAH1B1","Oligodendrocyte_Cahoy_all"
"PTPLA","Oligodendrocyte_Cahoy_all"
"ALDH9A1","Oligodendrocyte_Cahoy_all"
"BAZ2B","Oligodendrocyte_Cahoy_all"
"MTMR7","Oligodendrocyte_Cahoy_all"
"EPHB1","Oligodendrocyte_Cahoy_all"
"RBM39","Oligodendrocyte_Cahoy_all"
"B930025B16RIK","Oligodendrocyte_Cahoy_all"
"PTPRJ","Oligodendrocyte_Cahoy_all"
"LOC134145","Oligodendrocyte_Cahoy_all"
"DLG1","Oligodendrocyte_Cahoy_all"
"ZNF469","Oligodendrocyte_Cahoy_all"
"C10orf84","Oligodendrocyte_Cahoy_all"
"P2RX4","Oligodendrocyte_Cahoy_all"
"GAL3ST4","Oligodendrocyte_Cahoy_all"
"RNASEH2B","Oligodendrocyte_Cahoy_all"
"LRRTM2","Oligodendrocyte_Cahoy_all"
"ANKIB1","Oligodendrocyte_Cahoy_all"
"LAMP2","Oligodendrocyte_Cahoy_all"
"KIAA0562","Oligodendrocyte_Cahoy_all"
"AW555355","Oligodendrocyte_Cahoy_all"
"mimitin","Oligodendrocyte_Cahoy_all"
"MPP5","Oligodendrocyte_Cahoy_all"
"TMEM167","Oligodendrocyte_Cahoy_all"
"GAS5","Oligodendrocyte_Cahoy_all"
"HIST2H2AA3","Oligodendrocyte_Cahoy_all"
"SLC35A5","Oligodendrocyte_Cahoy_all"
"BMP2","Oligodendrocyte_Cahoy_all"
"GART","Oligodendrocyte_Cahoy_all"
"INTS4","Oligodendrocyte_Cahoy_all"
"DHCR24","Oligodendrocyte_Cahoy_all"
"SETDB2","Oligodendrocyte_Cahoy_all"
"GNL2","Oligodendrocyte_Cahoy_all"
"NCAM1","Oligodendrocyte_Cahoy_all"
"FXR1","Oligodendrocyte_Cahoy_all"
"5730601F06RIK","Oligodendrocyte_Cahoy_all"
"KIAA0523","Oligodendrocyte_Cahoy_all"
"C5orf15","Oligodendrocyte_Cahoy_all"
"VLDLR","Oligodendrocyte_Cahoy_all"
"SCD1","Oligodendrocyte_Cahoy_all"
"ATP8B1","Oligodendrocyte_Cahoy_all"
"MTAP","Oligodendrocyte_Cahoy_all"
"STARD9","Oligodendrocyte_Cahoy_all"
"SGK","Oligodendrocyte_Cahoy_all"
"AGPS","Oligodendrocyte_Cahoy_all"
"6530404N21RIK","Oligodendrocyte_Cahoy_all"
"2900034E22RIK","Oligodendrocyte_Cahoy_all"
"ACSL3","Oligodendrocyte_Cahoy_all"
"GINS4","Oligodendrocyte_Cahoy_all"
"6620401M08RIK","Oligodendrocyte_Cahoy_all"
"FKBP1A","Oligodendrocyte_Cahoy_all"
"ABHD4","Oligodendrocyte_Cahoy_all"
"IFRG15","Oligodendrocyte_Cahoy_all"
"STX6","Oligodendrocyte_Cahoy_all"
"PSMD11","Oligodendrocyte_Cahoy_all"
"USP39","Oligodendrocyte_Cahoy_all"
"EIF2AK3","Oligodendrocyte_Cahoy_all"
"POP4","Oligodendrocyte_Cahoy_all"
"ZNF664","Oligodendrocyte_Cahoy_all"
"ADAM1A","Oligodendrocyte_Cahoy_all"
"APP","Oligodendrocyte_Cahoy_all"
"MRPS7","Oligodendrocyte_Cahoy_all"
"LRRC61","Oligodendrocyte_Cahoy_all"
"MON2","Oligodendrocyte_Cahoy_all"
"WDSUB1","Oligodendrocyte_Cahoy_all"
"STEAP1","Oligodendrocyte_Cahoy_all"
"JARID2","Oligodendrocyte_Cahoy_all"
"LOC90355","Oligodendrocyte_Cahoy_all"
"SCAMP2","Oligodendrocyte_Cahoy_all"
"NR2C1","Oligodendrocyte_Cahoy_all"
"APPBP2","Oligodendrocyte_Cahoy_all"
"GPC1","Oligodendrocyte_Cahoy_all"
"ZFAND3","Oligodendrocyte_Cahoy_all"
"1810058I24RIK","Oligodendrocyte_Cahoy_all"
"PLEKHA8","Oligodendrocyte_Cahoy_all"
"SIAH2","Oligodendrocyte_Cahoy_all"
"SNX13","Oligodendrocyte_Cahoy_all"
"RALGPS1","Oligodendrocyte_Cahoy_all"
"DAPK2","Oligodendrocyte_Cahoy_all"
"RBM4B","Oligodendrocyte_Cahoy_all"
"EDEM1","Oligodendrocyte_Cahoy_all"
"NAG","Oligodendrocyte_Cahoy_all"
"KNS2","Oligodendrocyte_Cahoy_all"
"TPST1","Oligodendrocyte_Cahoy_all"
"SGCB","Oligodendrocyte_Cahoy_all"
"CSF1","Oligodendrocyte_Cahoy_all"
"ACY3","Oligodendrocyte_Cahoy_all"
"SASS6","Oligodendrocyte_Cahoy_all"
"PDE4B","Oligodendrocyte_Cahoy_all"
"LOC339745","Oligodendrocyte_Cahoy_all"
"TMEM30A","Oligodendrocyte_Cahoy_all"
"FARP2","Oligodendrocyte_Cahoy_all"
"TRNT1","Oligodendrocyte_Cahoy_all"
"1810008A14RIK","Oligodendrocyte_Cahoy_all"
"SEC24A","Oligodendrocyte_Cahoy_all"
"2810001A02RIK","Oligodendrocyte_Cahoy_all"
"KIF21A","Oligodendrocyte_Cahoy_all"
"M6PR","Oligodendrocyte_Cahoy_all"
"FMNL2","Oligodendrocyte_Cahoy_all"
"ITFG3","Oligodendrocyte_Cahoy_all"
"IAH1","Oligodendrocyte_Cahoy_all"
"PCGF3","Oligodendrocyte_Cahoy_all"
"FAM73A","Oligodendrocyte_Cahoy_all"
"PDCD6IP","Oligodendrocyte_Cahoy_all"
"SPATA2","Oligodendrocyte_Cahoy_all"
"EFNA1","Oligodendrocyte_Cahoy_all"
"BZW1","Oligodendrocyte_Cahoy_all"
"ONECUT2","Oligodendrocyte_Cahoy_all"
"2900042B11RIK","Oligodendrocyte_Cahoy_all"
"GSPT1","Oligodendrocyte_Cahoy_all"
"EDEM2","Oligodendrocyte_Cahoy_all"
"CTR9","Oligodendrocyte_Cahoy_all"
"SILV","Oligodendrocyte_Cahoy_all"
"TLOC1","Oligodendrocyte_Cahoy_all"
"C130065N10RIK","Oligodendrocyte_Cahoy_all"
"OMG","Oligodendrocyte_Cahoy_all"
"CAPZA1","Oligodendrocyte_Cahoy_all"
"4930570C03RIK","Oligodendrocyte_Cahoy_all"
"PDE6D","Oligodendrocyte_Cahoy_all"
"CCNY","Oligodendrocyte_Cahoy_all"
"MAP3K7IP2","Oligodendrocyte_Cahoy_all"
"PPFIBP2","Oligodendrocyte_Cahoy_all"
"FPGT","Oligodendrocyte_Cahoy_all"
"RBM28","Oligodendrocyte_Cahoy_all"
"SELI","Oligodendrocyte_Cahoy_all"
"MARCKS","Oligodendrocyte_Cahoy_all"
"9430098F02RIK","Oligodendrocyte_Cahoy_all"
"C9orf97","Oligodendrocyte_Cahoy_all"
"TM2D3","Oligodendrocyte_Cahoy_all"
"IPPK","Oligodendrocyte_Cahoy_all"
"MAPK6","Oligodendrocyte_Cahoy_all"
"MRPL54","Oligodendrocyte_Cahoy_all"
"FLJ41603","Oligodendrocyte_Cahoy_all"
"RDX","Oligodendrocyte_Cahoy_all"
"ZNF281","Oligodendrocyte_Cahoy_all"
"MAPK3","Oligodendrocyte_Cahoy_all"
"MGC11102","Oligodendrocyte_Cahoy_all"
"B130040O20RIK","Oligodendrocyte_Cahoy_all"
"ELMO1","Oligodendrocyte_Cahoy_all"
"ARFIP1","Oligodendrocyte_Cahoy_all"
"KIAA0226","Oligodendrocyte_Cahoy_all"
"DOCK4","Oligodendrocyte_Cahoy_all"
"UBE2F","Oligodendrocyte_Cahoy_all"
"BMP2K","Oligodendrocyte_Cahoy_all"
"C17orf62","Oligodendrocyte_Cahoy_all"
"GTF2H1","Oligodendrocyte_Cahoy_all"
"RBPSUH","Oligodendrocyte_Cahoy_all"
"TXNL5","Oligodendrocyte_Cahoy_all"
"TM9SF3","Oligodendrocyte_Cahoy_all"
"ZNF306","Oligodendrocyte_Cahoy_all"
"S100A13","Oligodendrocyte_Cahoy_all"
"PLOD2","Oligodendrocyte_Cahoy_all"
"ORAOV1","Oligodendrocyte_Cahoy_all"
"SCRN1","Oligodendrocyte_Cahoy_all"
"C1GALT1","Oligodendrocyte_Cahoy_all"
"RASL12","Oligodendrocyte_Cahoy_all"
"PDXK","Oligodendrocyte_Cahoy_all"
"PSCD2","Oligodendrocyte_Cahoy_all"
"DUSP28","Oligodendrocyte_Cahoy_all"
"ERBB4","Oligodendrocyte_Cahoy_all"
"FBXO8","Oligodendrocyte_Cahoy_all"
"MBIP","Oligodendrocyte_Cahoy_all"
"ACLY","Oligodendrocyte_Cahoy_all"
"STAM","Oligodendrocyte_Cahoy_all"
"MAP3K7","Oligodendrocyte_Cahoy_all"
"ST3GAL6","Oligodendrocyte_Cahoy_all"
"RHOA","Oligodendrocyte_Cahoy_all"
"LOC634379","Oligodendrocyte_Cahoy_all"
"MLH1","Oligodendrocyte_Cahoy_all"
"AI450326","Oligodendrocyte_Cahoy_all"
"3110056O03RIK","Oligodendrocyte_Cahoy_all"
"YIF1A","Oligodendrocyte_Cahoy_all"
"PIP5K1B","Oligodendrocyte_Cahoy_all"
"ZADH2","Oligodendrocyte_Cahoy_all"
"STARD3NL","Oligodendrocyte_Cahoy_all"
"HMOX2","Oligodendrocyte_Cahoy_all"
"OSBPL1A","Oligodendrocyte_Cahoy_all"
"HTLF","Oligodendrocyte_Cahoy_all"
"SLC38A2","Oligodendrocyte_Cahoy_all"
"FZD5","Oligodendrocyte_Cahoy_all"
"TRIO","Oligodendrocyte_Cahoy_all"
"ST7L","Oligodendrocyte_Cahoy_all"
"SNAPAP","Oligodendrocyte_Cahoy_all"
"SLC35E3","Oligodendrocyte_Cahoy_all"
"SYNPO","Oligodendrocyte_Cahoy_all"
"RPS27","Oligodendrocyte_Cahoy_all"
"ILVBL","Oligodendrocyte_Cahoy_all"
"FSCN1","Oligodendrocyte_Cahoy_all"
"ABLIM2","Oligodendrocyte_Cahoy_all"
"NPC2","Oligodendrocyte_Cahoy_all"
"PATZ1","Oligodendrocyte_Cahoy_all"
"RAB10","Oligodendrocyte_Cahoy_all"
"KIAA1712","Oligodendrocyte_Cahoy_all"
"FDPS","Oligodendrocyte_Cahoy_all"
"TMEM106B","Oligodendrocyte_Cahoy_all"
"LRRC28","Oligodendrocyte_Cahoy_all"
"INTS6","Oligodendrocyte_Cahoy_all"
"FAM98A","Oligodendrocyte_Cahoy_all"
"C11orf1","Oligodendrocyte_Cahoy_all"
"NCALD","Oligodendrocyte_Cahoy_all"
"SRFBP1","Oligodendrocyte_Cahoy_all"
"MAPRE2","Oligodendrocyte_Cahoy_all"
"IARS","Oligodendrocyte_Cahoy_all"
"PARL","Oligodendrocyte_Cahoy_all"
"APBB1","Oligodendrocyte_Cahoy_all"
"2310001H12RIK","Oligodendrocyte_Cahoy_all"
"ZFP40","Oligodendrocyte_Cahoy_all"
"CCT4","Oligodendrocyte_Cahoy_all"
"UTX","Oligodendrocyte_Cahoy_all"
"CPSF2","Oligodendrocyte_Cahoy_all"
"LOC144404","Oligodendrocyte_Cahoy_all"
"TYROBP","Oligodendrocyte_Cahoy_all"
"PPM1L","Oligodendrocyte_Cahoy_all"
"MOBKL2A","Oligodendrocyte_Cahoy_all"
"HIST1H1C","Oligodendrocyte_Cahoy_all"
"CDK5","Oligodendrocyte_Cahoy_all"
"ZSWIM6","Oligodendrocyte_Cahoy_all"
"CTSA","Oligodendrocyte_Cahoy_all"
"FLVCR","Oligodendrocyte_Cahoy_all"
"SCRN3","Oligodendrocyte_Cahoy_all"
"TADA1L","Oligodendrocyte_Cahoy_all"
"ATP8A1","Oligodendrocyte_Cahoy_all"
"HIST2H3C","Oligodendrocyte_Cahoy_all"
"SORCS1","Oligodendrocyte_Cahoy_all"
"COMMD1","Oligodendrocyte_Cahoy_all"
"SOCS6","Oligodendrocyte_Cahoy_all"
"CLN5","Oligodendrocyte_Cahoy_all"
"C14orf68","Oligodendrocyte_Cahoy_all"
"ZBTB8OS","Oligodendrocyte_Cahoy_all"
"2810011L19RIK","Oligodendrocyte_Cahoy_all"
"TBC1D5","Oligodendrocyte_Cahoy_all"
"PVR","Oligodendrocyte_Cahoy_all"
"BC022960","Oligodendrocyte_Cahoy_all"
"SLC16A7","Oligodendrocyte_Cahoy_all"
"ZFP14","Oligodendrocyte_Cahoy_all"
"C14orf179","Oligodendrocyte_Cahoy_all"
"TBC1D23","Oligodendrocyte_Cahoy_all"
"SYMPK","Oligodendrocyte_Cahoy_all"
"AI427122","Oligodendrocyte_Cahoy_all"
"AACS","Oligodendrocyte_Cahoy_all"
"SYNCRIP","Oligodendrocyte_Cahoy_all"
"TFDP2","Oligodendrocyte_Cahoy_all"
"ATRN","Oligodendrocyte_Cahoy_all"
"SYNGR1","Oligodendrocyte_Cahoy_all"
"GFRA1","Oligodendrocyte_Cahoy_all"
"GRHPR","Oligodendrocyte_Cahoy_all"
"C21orf6","Oligodendrocyte_Cahoy_all"
"RAP1GAP","Oligodendrocyte_Cahoy_all"
"GOLGA7","Oligodendrocyte_Cahoy_all"
"FLJ38482","Oligodendrocyte_Cahoy_all"
"HIST1H3A","Oligodendrocyte_Cahoy_all"
"C330019G07RIK","Oligodendrocyte_Cahoy_all"
"POLR2A","Oligodendrocyte_Cahoy_all"
"STXBP2","Oligodendrocyte_Cahoy_all"
"ACTL6A","Oligodendrocyte_Cahoy_all"
"ACVR2B","Oligodendrocyte_Cahoy_all"
"PAK4","Oligodendrocyte_Cahoy_all"
"B630019K06RIK","Oligodendrocyte_Cahoy_all"
"GTF2F2","Oligodendrocyte_Cahoy_all"
"BET1","Oligodendrocyte_Cahoy_all"
"SLC43A2","Oligodendrocyte_Cahoy_all"
"EPRS","Oligodendrocyte_Cahoy_all"
"HIAT1","Oligodendrocyte_Cahoy_all"
"DKFZP564J0863","Oligodendrocyte_Cahoy_all"
"UCKL1","Oligodendrocyte_Cahoy_all"
"TMED10","Oligodendrocyte_Cahoy_all"
"TRIP12","Oligodendrocyte_Cahoy_all"
"PLOD3","Oligodendrocyte_Cahoy_all"
"CCNK","Oligodendrocyte_Cahoy_all"
"E430014L09RIK","Oligodendrocyte_Cahoy_all"
"ZC3H7A","Oligodendrocyte_Cahoy_all"
"2700079J08RIK","Oligodendrocyte_Cahoy_all"
"RHOF","Oligodendrocyte_Cahoy_all"
"PLCH2","Oligodendrocyte_Cahoy_all"
"ELOVL4","Oligodendrocyte_Cahoy_all"
"CLK4","Oligodendrocyte_Cahoy_all"
"FAM108A1","Oligodendrocyte_Cahoy_all"
"ACAA1","Oligodendrocyte_Cahoy_all"
"CORO7","Oligodendrocyte_Cahoy_all"
"UBE2J2","Oligodendrocyte_Cahoy_all"
"6720401G13RIK","Oligodendrocyte_Cahoy_all"
"RCBTB1","Oligodendrocyte_Cahoy_all"
"9230104K21RIK","Oligodendrocyte_Cahoy_all"
"EHD3","Oligodendrocyte_Cahoy_all"
"ZNF740","Oligodendrocyte_Cahoy_all"
"TAF11","Oligodendrocyte_Cahoy_all"
"D7ERTD443E","Oligodendrocyte_Cahoy_all"
"TMEM157","Oligodendrocyte_Cahoy_all"
"LOC634748","Oligodendrocyte_Cahoy_all"
"MYCBP","Oligodendrocyte_Cahoy_all"
"CRTAC1","Oligodendrocyte_Cahoy_all"
"TESK2","Oligodendrocyte_Cahoy_all"
"UBOX5","Oligodendrocyte_Cahoy_all"
"LOC374395","Oligodendrocyte_Cahoy_all"
"HERPUD2","Oligodendrocyte_Cahoy_all"
"DNAJC19","Oligodendrocyte_Cahoy_all"
"MIF4GD","Oligodendrocyte_Cahoy_all"
"ANKRD49","Oligodendrocyte_Cahoy_all"
"DNAJA5","Oligodendrocyte_Cahoy_all"
"VPS54","Oligodendrocyte_Cahoy_all"
"CCDC100","Oligodendrocyte_Cahoy_all"
"B3GAT1","Oligodendrocyte_Cahoy_all"
"ASXL3","Oligodendrocyte_Cahoy_all"
"BICC1","Oligodendrocyte_Cahoy_all"
"KIF5B","Oligodendrocyte_Cahoy_all"
"ABCB10","Oligodendrocyte_Cahoy_all"
"DTX1","Oligodendrocyte_Cahoy_all"
"SERP1","Oligodendrocyte_Cahoy_all"
"CD47","Oligodendrocyte_Cahoy_all"
"CD53","Oligodendrocyte_Cahoy_all"
"ARHGEF7","Oligodendrocyte_Cahoy_all"
"FAM109A","Oligodendrocyte_Cahoy_all"
"9230114K14RIK","Oligodendrocyte_Cahoy_all"
"MOSPD2","Oligodendrocyte_Cahoy_all"
"FLJ33790","Oligodendrocyte_Cahoy_all"
"ZBTB7B","Oligodendrocyte_Cahoy_all"
"TTLL5","Oligodendrocyte_Cahoy_all"
"ZCRB1","Oligodendrocyte_Cahoy_all"
"LOC389072","Oligodendrocyte_Cahoy_all"
"ST8SIA3","Oligodendrocyte_Cahoy_all"
"9630025H16RIK","Oligodendrocyte_Cahoy_all"
"6330549H03RIK","Oligodendrocyte_Cahoy_all"
"P2RY13","Oligodendrocyte_Cahoy_all"
"COMMD3","Oligodendrocyte_Cahoy_all"
"FKBP9","Oligodendrocyte_Cahoy_all"
"4732416N19RIK","Oligodendrocyte_Cahoy_all"
"PAFAH1B2","Oligodendrocyte_Cahoy_all"
"NRAS","Oligodendrocyte_Cahoy_all"
"ZFP516","Oligodendrocyte_Cahoy_all"
"KTN1","Oligodendrocyte_Cahoy_all"
"SPHK2","Oligodendrocyte_Cahoy_all"
"SH3PX3","Oligodendrocyte_Cahoy_all"
"B930008K04RIK","Oligodendrocyte_Cahoy_all"
"SEL1L","Oligodendrocyte_Cahoy_all"
"RPIA","Oligodendrocyte_Cahoy_all"
"TCTA","Oligodendrocyte_Cahoy_all"
"MED31","Oligodendrocyte_Cahoy_all"
"9130208E07RIK","Oligodendrocyte_Cahoy_all"
"RPGRIP1","Oligodendrocyte_Cahoy_all"
"JMJD3","Oligodendrocyte_Cahoy_all"
"YWHAE","Oligodendrocyte_Cahoy_all"
"SRI","Oligodendrocyte_Cahoy_all"
"NSD1","Oligodendrocyte_Cahoy_all"
"C11orf67","Oligodendrocyte_Cahoy_all"
"TMEPAI","Oligodendrocyte_Cahoy_all"
"UBE2J1","Oligodendrocyte_Cahoy_all"
"C20orf111","Oligodendrocyte_Cahoy_all"
"RAB14","Oligodendrocyte_Cahoy_all"
"PACSIN2","Oligodendrocyte_Cahoy_all"
"TMEM181","Oligodendrocyte_Cahoy_all"
"IMP3","Oligodendrocyte_Cahoy_all"
"NIPSNAP3A","Oligodendrocyte_Cahoy_all"
"CEECAM1","Oligodendrocyte_Cahoy_all"
"3110007F17RIK","Oligodendrocyte_Cahoy_all"
"KPNB1","Oligodendrocyte_Cahoy_all"
"MARCKSL1","Oligodendrocyte_Cahoy_all"
"CHI3L4","Oligodendrocyte_Cahoy_all"
"CADM4","Oligodendrocyte_Cahoy_all"
"S100A16","Oligodendrocyte_Cahoy_all"
"USP18","Oligodendrocyte_Cahoy_all"
"RAD51L3","Oligodendrocyte_Cahoy_all"
"CDV3","Oligodendrocyte_Cahoy_all"
"MALAT1","Oligodendrocyte_Cahoy_all"
"RPS6KB1","Oligodendrocyte_Cahoy_all"
"SPATA6","Oligodendrocyte_Cahoy_all"
"LPGAT1","Oligodendrocyte_Cahoy_all"
"IQCE","Oligodendrocyte_Cahoy_all"
"2810002D19RIK","Oligodendrocyte_Cahoy_all"
"2310039H08RIK","Oligodendrocyte_Cahoy_all"
"PSME4","Oligodendrocyte_Cahoy_all"
"SGCE","Oligodendrocyte_Cahoy_all"
"C20orf149","Oligodendrocyte_Cahoy_all"
"LRRC1","Oligodendrocyte_Cahoy_all"
"PIK3C2A","Oligodendrocyte_Cahoy_all"
"2610042O14RIK","Oligodendrocyte_Cahoy_all"
"ATG4A","Oligodendrocyte_Cahoy_all"
"SDF4","Oligodendrocyte_Cahoy_all"
"SEPT2","Oligodendrocyte_Cahoy_all"
"BRDT","Oligodendrocyte_Cahoy_all"
"TAF9B","Oligodendrocyte_Cahoy_all"
"PPAPDC1","Oligodendrocyte_Cahoy_all"
"GPR137B","Oligodendrocyte_Cahoy_all"
"CDC42SE2","Oligodendrocyte_Cahoy_all"
"RNF7","Oligodendrocyte_Cahoy_all"
"INTS7","Oligodendrocyte_Cahoy_all"
"CUTL2","Oligodendrocyte_Cahoy_all"
"ORMDL1","Oligodendrocyte_Cahoy_all"
"DNAJA2","Oligodendrocyte_Cahoy_all"
"PGAP1","Oligodendrocyte_Cahoy_all"
"REXO2","Oligodendrocyte_Cahoy_all"
"CEP27","Oligodendrocyte_Cahoy_all"
"NG23","Oligodendrocyte_Cahoy_all"
"MRPL53","Oligodendrocyte_Cahoy_all"
"GGPS1","Oligodendrocyte_Cahoy_all"
"RBL2","Oligodendrocyte_Cahoy_all"
"RER1","Oligodendrocyte_Cahoy_all"
"ROCK1","Oligodendrocyte_Cahoy_all"
"UFD1L","Oligodendrocyte_Cahoy_all"
"MRPL48","Oligodendrocyte_Cahoy_all"
"GYG1","Oligodendrocyte_Cahoy_all"
"AA591059","Oligodendrocyte_Cahoy_all"
"PHACTR3","Oligodendrocyte_Cahoy_all"
"FLJ20160","Oligodendrocyte_Cahoy_all"
"CLMN","Oligodendrocyte_Cahoy_all"
"ILK","Oligodendrocyte_Cahoy_all"
"FNIP1","Oligodendrocyte_Cahoy_all"
"KIAA1324L","Oligodendrocyte_Cahoy_all"
"DNM3","Oligodendrocyte_Cahoy_all"
"C8orf59","Oligodendrocyte_Cahoy_all"
"METTL8","Oligodendrocyte_Cahoy_all"
"AGC1","Oligodendrocyte_Cahoy_all"
"STX17","Oligodendrocyte_Cahoy_all"
"5330431K02RIK","Oligodendrocyte_Cahoy_all"
"FCMD","Oligodendrocyte_Cahoy_all"
"NLK","Oligodendrocyte_Cahoy_all"
"MRPL14","Oligodendrocyte_Cahoy_all"
"SLC27A4","Oligodendrocyte_Cahoy_all"
"ARIH1","Oligodendrocyte_Cahoy_all"
"UBQLN1","Oligodendrocyte_Cahoy_all"
"LSM3","Oligodendrocyte_Cahoy_all"
"KIAA1462","Oligodendrocyte_Cahoy_all"
"ETV1","Oligodendrocyte_Cahoy_all"
"C10orf119","Oligodendrocyte_Cahoy_all"
"DIAPH3","Oligodendrocyte_Cahoy_all"
"TGOLN1","Oligodendrocyte_Cahoy_all"
"ORC2L","Oligodendrocyte_Cahoy_all"
"EIF4A1","Oligodendrocyte_Cahoy_all"
"DDX54","Oligodendrocyte_Cahoy_all"
"TRPM7","Oligodendrocyte_Cahoy_all"
"CRLF3","Oligodendrocyte_Cahoy_all"
"MTMR4","Oligodendrocyte_Cahoy_all"
"ZFYVE26","Oligodendrocyte_Cahoy_all"
"USP36","Oligodendrocyte_Cahoy_all"
"SDCCAG1","Oligodendrocyte_Cahoy_all"
"CENTB2","Oligodendrocyte_Cahoy_all"
"FXC1","Oligodendrocyte_Cahoy_all"
"TRUB2","Oligodendrocyte_Cahoy_all"
"JMY","Oligodendrocyte_Cahoy_all"
"MKRN1","Oligodendrocyte_Cahoy_all"
"TCF12","Oligodendrocyte_Cahoy_all"
"MGC40499","Oligodendrocyte_Cahoy_all"
"KIF5A","Oligodendrocyte_Cahoy_all"
"NEK3","Oligodendrocyte_Cahoy_all"
"CAP1","Oligodendrocyte_Cahoy_all"
"YY1","Oligodendrocyte_Cahoy_all"
"CSTB","Oligodendrocyte_Cahoy_all"
"PAWR","Oligodendrocyte_Cahoy_all"
"ASB1","Oligodendrocyte_Cahoy_all"
"DLGAP2","Oligodendrocyte_Cahoy_all"
"NUDT16L1","Oligodendrocyte_Cahoy_all"
"AP3M1","Oligodendrocyte_Cahoy_all"
"TMEM134","Oligodendrocyte_Cahoy_all"
"WASF2","Oligodendrocyte_Cahoy_all"
"EIF3S5","Oligodendrocyte_Cahoy_all"
"ROD1","Oligodendrocyte_Cahoy_all"
"COG4","Oligodendrocyte_Cahoy_all"
"KIF13A","Oligodendrocyte_Cahoy_all"
"HDAC5","Oligodendrocyte_Cahoy_all"
"COBLL1","Oligodendrocyte_Cahoy_all"
"CCNDBP1","Oligodendrocyte_Cahoy_all"
"ARL2BP","Oligodendrocyte_Cahoy_all"
"FEZ1","Oligodendrocyte_Cahoy_all"
"PROM1","Oligodendrocyte_Cahoy_all"
"FAM82A","Oligodendrocyte_Cahoy_all"
"EGFLAM","Oligodendrocyte_Cahoy_all"
"PUS7L","Oligodendrocyte_Cahoy_all"
"NCOA3","Oligodendrocyte_Cahoy_all"
"ADAMTSL4","Oligodendrocyte_Cahoy_all"
"C9orf58","Oligodendrocyte_Cahoy_all"
"LMAN1","Oligodendrocyte_Cahoy_all"
"RAD1","Oligodendrocyte_Cahoy_all"
"PCP2","Oligodendrocyte_Cahoy_all"
"KIAA1450","Oligodendrocyte_Cahoy_all"
"C11orf10","Oligodendrocyte_Cahoy_all"
"GOLGA4","Oligodendrocyte_Cahoy_all"
"CALU","Oligodendrocyte_Cahoy_all"
"RAB6IP1","Oligodendrocyte_Cahoy_all"
"DUSP11","Oligodendrocyte_Cahoy_all"
"VANGL1","Oligodendrocyte_Cahoy_all"
"FGFR1OP2","Oligodendrocyte_Cahoy_all"
"BACH2","Oligodendrocyte_Cahoy_all"
"ERH","Oligodendrocyte_Cahoy_all"
"PTPN11","Oligodendrocyte_Cahoy_all"
"GCLC","Oligodendrocyte_Cahoy_all"
"PSKH1","Oligodendrocyte_Cahoy_all"
"NAP5","Oligodendrocyte_Cahoy_all"
"DNAJA4","Oligodendrocyte_Cahoy_all"
"SLC35A3","Oligodendrocyte_Cahoy_all"
"DNAJC16","Oligodendrocyte_Cahoy_all"
"HIATL1","Oligodendrocyte_Cahoy_all"
"CATSPER2","Oligodendrocyte_Cahoy_all"
"MPPE1","Oligodendrocyte_Cahoy_all"
"FLJ13305","Oligodendrocyte_Cahoy_all"
"ARVCF","Oligodendrocyte_Cahoy_all"
"TBC1D9B","Oligodendrocyte_Cahoy_all"
"VPS36","Oligodendrocyte_Cahoy_all"
"GNG4","Oligodendrocyte_Cahoy_all"
