"Gene","Var1"
"CNTFR","Astrocyte_Cahoy_all"
"ELMO2","Astrocyte_Cahoy_all"
"PLCB3","Astrocyte_Cahoy_all"
"E130203B14RIK","Astrocyte_Cahoy_all"
"GLI2","Astrocyte_Cahoy_all"
"GPR37L1","Astrocyte_Cahoy_all"
"GM444","Astrocyte_Cahoy_all"
"SNTA1","Astrocyte_Cahoy_all"
"MIA","Astrocyte_Cahoy_all"
"RREB1","Astrocyte_Cahoy_all"
"GPR146","Astrocyte_Cahoy_all"
"CACHD1","Astrocyte_Cahoy_all"
"C17orf58","Astrocyte_Cahoy_all"
"SPRED1","Astrocyte_Cahoy_all"
"CTBS","Astrocyte_Cahoy_all"
"OAT","Astrocyte_Cahoy_all"
"AU020206","Astrocyte_Cahoy_all"
"ZHX3","Astrocyte_Cahoy_all"
"C14orf149","Astrocyte_Cahoy_all"
"SESN3","Astrocyte_Cahoy_all"
"BCAN","Astrocyte_Cahoy_all"
"EPHB3","Astrocyte_Cahoy_all"
"PHGDH","Astrocyte_Cahoy_all"
"C16orf14","Astrocyte_Cahoy_all"
"HLF","Astrocyte_Cahoy_all"
"HS3ST3B1","Astrocyte_Cahoy_all"
"TRIM47","Astrocyte_Cahoy_all"
"AGPAT3","Astrocyte_Cahoy_all"
"STK38L","Astrocyte_Cahoy_all"
"2900084O13RIK","Astrocyte_Cahoy_all"
"IL6ST","Astrocyte_Cahoy_all"
"POU3F4","Astrocyte_Cahoy_all"
"TMEM164","Astrocyte_Cahoy_all"
"PECI","Astrocyte_Cahoy_all"
"ZNF423","Astrocyte_Cahoy_all"
"ATHL1","Astrocyte_Cahoy_all"
"PRRX2","Astrocyte_Cahoy_all"
"SLC12A7","Astrocyte_Cahoy_all"
"PSPH","Astrocyte_Cahoy_all"
"TMIE","Astrocyte_Cahoy_all"
"DOCK1","Astrocyte_Cahoy_all"
"SDC2","Astrocyte_Cahoy_all"
"PARVA","Astrocyte_Cahoy_all"
"KCNG4","Astrocyte_Cahoy_all"
"SMOX","Astrocyte_Cahoy_all"
"ACAD11","Astrocyte_Cahoy_all"
"BC046404","Astrocyte_Cahoy_all"
"GPM6B","Astrocyte_Cahoy_all"
"RHBDF1","Astrocyte_Cahoy_all"
"DCXR","Astrocyte_Cahoy_all"
"SALL1","Astrocyte_Cahoy_all"
"RGMA","Astrocyte_Cahoy_all"
"SPRY2","Astrocyte_Cahoy_all"
"NPAS3","Astrocyte_Cahoy_all"
"ADCY2","Astrocyte_Cahoy_all"
"WWC1","Astrocyte_Cahoy_all"
"AI413194","Astrocyte_Cahoy_all"
"PVRL3","Astrocyte_Cahoy_all"
"HSPB8","Astrocyte_Cahoy_all"
"CML5","Astrocyte_Cahoy_all"
"GGTA1","Astrocyte_Cahoy_all"
"AS3MT","Astrocyte_Cahoy_all"
"RHOQ","Astrocyte_Cahoy_all"
"TMEM176B","Astrocyte_Cahoy_all"
"LRRC51","Astrocyte_Cahoy_all"
"NEK6","Astrocyte_Cahoy_all"
"GJB2","Astrocyte_Cahoy_all"
"F5","Astrocyte_Cahoy_all"
"FOXO1A","Astrocyte_Cahoy_all"
"SLC25A34","Astrocyte_Cahoy_all"
"EVC","Astrocyte_Cahoy_all"
"CPT1A","Astrocyte_Cahoy_all"
"MSI2","Astrocyte_Cahoy_all"
"PCDH10","Astrocyte_Cahoy_all"
"INHBB","Astrocyte_Cahoy_all"
"KLF3","Astrocyte_Cahoy_all"
"INTU","Astrocyte_Cahoy_all"
"IFRG15","Astrocyte_Cahoy_all"
"LRRC8A","Astrocyte_Cahoy_all"
"BCL6","Astrocyte_Cahoy_all"
"METRN","Astrocyte_Cahoy_all"
"HLA-DRA","Astrocyte_Cahoy_all"
"LMNA","Astrocyte_Cahoy_all"
"IRGM","Astrocyte_Cahoy_all"
"DCI","Astrocyte_Cahoy_all"
"HUS1","Astrocyte_Cahoy_all"
"SLC25A33","Astrocyte_Cahoy_all"
"IL18","Astrocyte_Cahoy_all"
"GREB1","Astrocyte_Cahoy_all"
"GRTP1","Astrocyte_Cahoy_all"
"PLXNB2","Astrocyte_Cahoy_all"
"FMO5","Astrocyte_Cahoy_all"
"SERPINH1","Astrocyte_Cahoy_all"
"6330578E17RIK","Astrocyte_Cahoy_all"
"KCNIP3","Astrocyte_Cahoy_all"
"RGC32","Astrocyte_Cahoy_all"
"5330406M23RIK","Astrocyte_Cahoy_all"
"HHATL","Astrocyte_Cahoy_all"
"KIF1B","Astrocyte_Cahoy_all"
"JAM2","Astrocyte_Cahoy_all"
"FAM84A","Astrocyte_Cahoy_all"
"NAT2","Astrocyte_Cahoy_all"
"CCDC122","Astrocyte_Cahoy_all"
"RCN2","Astrocyte_Cahoy_all"
"LDHB","Astrocyte_Cahoy_all"
"PPP2R5A","Astrocyte_Cahoy_all"
"HYPE","Astrocyte_Cahoy_all"
"PDGFRB","Astrocyte_Cahoy_all"
"SLC20A1","Astrocyte_Cahoy_all"
"CPNE3","Astrocyte_Cahoy_all"
"ABAT","Astrocyte_Cahoy_all"
"DDHD1","Astrocyte_Cahoy_all"
"GABRA2","Astrocyte_Cahoy_all"
"ADRBK2","Astrocyte_Cahoy_all"
"ARHGEF17","Astrocyte_Cahoy_all"
"NIPA2","Astrocyte_Cahoy_all"
"EFEMP2","Astrocyte_Cahoy_all"
"2310047A01RIK","Astrocyte_Cahoy_all"
"TRIP6","Astrocyte_Cahoy_all"
"ENAH","Astrocyte_Cahoy_all"
"POU3F2","Astrocyte_Cahoy_all"
"PFKFB3","Astrocyte_Cahoy_all"
"HIF3A","Astrocyte_Cahoy_all"
"SC4MOL","Astrocyte_Cahoy_all"
"SOX2","Astrocyte_Cahoy_all"
"HRH1","Astrocyte_Cahoy_all"
"MAGI3","Astrocyte_Cahoy_all"
"PHYHD1","Astrocyte_Cahoy_all"
"SLC35D1","Astrocyte_Cahoy_all"
"A830082K12RIK","Astrocyte_Cahoy_all"
"MYO6","Astrocyte_Cahoy_all"
"BE949265","Astrocyte_Cahoy_all"
"SOX21","Astrocyte_Cahoy_all"
"HADHB","Astrocyte_Cahoy_all"
"NNT","Astrocyte_Cahoy_all"
"DAG1","Astrocyte_Cahoy_all"
"LOXL1","Astrocyte_Cahoy_all"
"ITGAV","Astrocyte_Cahoy_all"
"CPXM","Astrocyte_Cahoy_all"
"CABLES1","Astrocyte_Cahoy_all"
"GRHL1","Astrocyte_Cahoy_all"
"ANXA6","Astrocyte_Cahoy_all"
"EML3","Astrocyte_Cahoy_all"
"FBLN2","Astrocyte_Cahoy_all"
"DDIT3","Astrocyte_Cahoy_all"
"C6orf192","Astrocyte_Cahoy_all"
"4933431E20RIK","Astrocyte_Cahoy_all"
"2810037O22RIK","Astrocyte_Cahoy_all"
"CTSO","Astrocyte_Cahoy_all"
"MICALL2","Astrocyte_Cahoy_all"
"SWAP70","Astrocyte_Cahoy_all"
"TRPM3","Astrocyte_Cahoy_all"
"ALDH2","Astrocyte_Cahoy_all"
"C8orf4","Astrocyte_Cahoy_all"
"TIPARP","Astrocyte_Cahoy_all"
"ARRB1","Astrocyte_Cahoy_all"
"FLJ16237","Astrocyte_Cahoy_all"
"RNASET2","Astrocyte_Cahoy_all"
"CHPT1","Astrocyte_Cahoy_all"
"ZDHHC18","Astrocyte_Cahoy_all"
"C10orf58","Astrocyte_Cahoy_all"
"MFHAS1","Astrocyte_Cahoy_all"
"CTNND2","Astrocyte_Cahoy_all"
"DHRS1","Astrocyte_Cahoy_all"
"METTL7A","Astrocyte_Cahoy_all"
"PDCD4","Astrocyte_Cahoy_all"
"COX10","Astrocyte_Cahoy_all"
"NMB","Astrocyte_Cahoy_all"
"PTGS1","Astrocyte_Cahoy_all"
"LOC553095","Astrocyte_Cahoy_all"
"RBM20","Astrocyte_Cahoy_all"
"PEX11A","Astrocyte_Cahoy_all"
"LHFP","Astrocyte_Cahoy_all"
"L2HGDH","Astrocyte_Cahoy_all"
"PFKM","Astrocyte_Cahoy_all"
"ARTS-1","Astrocyte_Cahoy_all"
"MGC50559","Astrocyte_Cahoy_all"
"SYCP3","Astrocyte_Cahoy_all"
"SASH1","Astrocyte_Cahoy_all"
"CREG1","Astrocyte_Cahoy_all"
"PITPNC1","Astrocyte_Cahoy_all"
"DULLARD","Astrocyte_Cahoy_all"
"CKLF","Astrocyte_Cahoy_all"
"PPIC","Astrocyte_Cahoy_all"
"LOC374569","Astrocyte_Cahoy_all"
"A930005H10RIK","Astrocyte_Cahoy_all"
"TMEM44","Astrocyte_Cahoy_all"
"E2F6","Astrocyte_Cahoy_all"
"CCBL2","Astrocyte_Cahoy_all"
"KIAA1345","Astrocyte_Cahoy_all"
"ETFA","Astrocyte_Cahoy_all"
"LYPD6","Astrocyte_Cahoy_all"
"NFATC1","Astrocyte_Cahoy_all"
"NFE2L2","Astrocyte_Cahoy_all"
"GM2A","Astrocyte_Cahoy_all"
"ARHGAP18","Astrocyte_Cahoy_all"
"DRP2","Astrocyte_Cahoy_all"
"CGRRF1","Astrocyte_Cahoy_all"
"5730433N10RIK","Astrocyte_Cahoy_all"
"CYP1B1","Astrocyte_Cahoy_all"
"SGPL1","Astrocyte_Cahoy_all"
"LRRK2","Astrocyte_Cahoy_all"
"NLN","Astrocyte_Cahoy_all"
"GSTT1","Astrocyte_Cahoy_all"
"LTBP1","Astrocyte_Cahoy_all"
"ZBTB20","Astrocyte_Cahoy_all"
"ALPL","Astrocyte_Cahoy_all"
"ADD3","Astrocyte_Cahoy_all"
"TSC22D3","Astrocyte_Cahoy_all"
"ZNF217","Astrocyte_Cahoy_all"
"LACE1","Astrocyte_Cahoy_all"
"ECHS1","Astrocyte_Cahoy_all"
"SPSB4","Astrocyte_Cahoy_all"
"CAMK2D","Astrocyte_Cahoy_all"
"NEBL","Astrocyte_Cahoy_all"
"IER2","Astrocyte_Cahoy_all"
"CRYZ","Astrocyte_Cahoy_all"
"TRAF3","Astrocyte_Cahoy_all"
"WDR20A","Astrocyte_Cahoy_all"
"KCTD5","Astrocyte_Cahoy_all"
"LACTB2","Astrocyte_Cahoy_all"
"GNAO1","Astrocyte_Cahoy_all"
"D630033O11RIK","Astrocyte_Cahoy_all"
"EFHD2","Astrocyte_Cahoy_all"
"KCNK2","Astrocyte_Cahoy_all"
"FCGRT","Astrocyte_Cahoy_all"
"FAM123A","Astrocyte_Cahoy_all"
"ARID5A","Astrocyte_Cahoy_all"
"H2AFV","Astrocyte_Cahoy_all"
"ISLR","Astrocyte_Cahoy_all"
"TXNDC10","Astrocyte_Cahoy_all"
"PTAR1","Astrocyte_Cahoy_all"
"NEK8","Astrocyte_Cahoy_all"
"C4orf19","Astrocyte_Cahoy_all"
"CA2","Astrocyte_Cahoy_all"
"AMOTL1","Astrocyte_Cahoy_all"
"PFN4","Astrocyte_Cahoy_all"
"GSTM5","Astrocyte_Cahoy_all"
"C22orf16","Astrocyte_Cahoy_all"
"D5BUC30E","Astrocyte_Cahoy_all"
"RBL1","Astrocyte_Cahoy_all"
"BC067047","Astrocyte_Cahoy_all"
"5730507N06RIK","Astrocyte_Cahoy_all"
"PMM1","Astrocyte_Cahoy_all"
"GABBR1","Astrocyte_Cahoy_all"
"CRLF3","Astrocyte_Cahoy_all"
"CDKN2C","Astrocyte_Cahoy_all"
"DLG5","Astrocyte_Cahoy_all"
"CD1D","Astrocyte_Cahoy_all"
"SLC25A20","Astrocyte_Cahoy_all"
"CLCC1","Astrocyte_Cahoy_all"
"PANK2","Astrocyte_Cahoy_all"
"CAV2","Astrocyte_Cahoy_all"
"KLF9","Astrocyte_Cahoy_all"
"NXT2","Astrocyte_Cahoy_all"
"ODZ3","Astrocyte_Cahoy_all"
"SIRPA","Astrocyte_Cahoy_all"
"TXNDC9","Astrocyte_Cahoy_all"
"P4HA2","Astrocyte_Cahoy_all"
"SPAG1","Astrocyte_Cahoy_all"
"ARHGEF4","Astrocyte_Cahoy_all"
"CTBP2","Astrocyte_Cahoy_all"
"LOC440388","Astrocyte_Cahoy_all"
"MID1","Astrocyte_Cahoy_all"
"AZIN1","Astrocyte_Cahoy_all"
"BTG1","Astrocyte_Cahoy_all"
"BLVRB","Astrocyte_Cahoy_all"
"SMPD2","Astrocyte_Cahoy_all"
"KALRN","Astrocyte_Cahoy_all"
"PLN","Astrocyte_Cahoy_all"
"FZD4","Astrocyte_Cahoy_all"
"ZBTB41","Astrocyte_Cahoy_all"
"COL4A4","Astrocyte_Cahoy_all"
"BMP7","Astrocyte_Cahoy_all"
"HEY1","Astrocyte_Cahoy_all"
"COPZ2","Astrocyte_Cahoy_all"
"NPR2","Astrocyte_Cahoy_all"
"DGKB","Astrocyte_Cahoy_all"
"AMMECR1L","Astrocyte_Cahoy_all"
"PTN","Astrocyte_Cahoy_all"
"MBOAT5","Astrocyte_Cahoy_all"
"LGALS3BP","Astrocyte_Cahoy_all"
"LOC626802","Astrocyte_Cahoy_all"
"MID1IP1","Astrocyte_Cahoy_all"
"HSDL2","Astrocyte_Cahoy_all"
"KIAA1212","Astrocyte_Cahoy_all"
"TSPAN12","Astrocyte_Cahoy_all"
"PHYH","Astrocyte_Cahoy_all"
"AAK1","Astrocyte_Cahoy_all"
"MTHFD1","Astrocyte_Cahoy_all"
"NR4A1","Astrocyte_Cahoy_all"
"ZNF219","Astrocyte_Cahoy_all"
"SFXN1","Astrocyte_Cahoy_all"
"OTX1","Astrocyte_Cahoy_all"
"ADFP","Astrocyte_Cahoy_all"
"FSTL1","Astrocyte_Cahoy_all"
"DUSP1","Astrocyte_Cahoy_all"
"LOXL3","Astrocyte_Cahoy_all"
"CASKIN1","Astrocyte_Cahoy_all"
"UBIAD1","Astrocyte_Cahoy_all"
"PANK1","Astrocyte_Cahoy_all"
"P11","Astrocyte_Cahoy_all"
"C11orf54","Astrocyte_Cahoy_all"
"WNK2","Astrocyte_Cahoy_all"
"VEGFB","Astrocyte_Cahoy_all"
"CSDC2","Astrocyte_Cahoy_all"
"NSBP1","Astrocyte_Cahoy_all"
"SALF","Astrocyte_Cahoy_all"
"RAB30","Astrocyte_Cahoy_all"
"RRM2","Astrocyte_Cahoy_all"
"RASA3","Astrocyte_Cahoy_all"
"ZFP760","Astrocyte_Cahoy_all"
"IGHM","Astrocyte_Cahoy_all"
"MOSC2","Astrocyte_Cahoy_all"
"CHST1","Astrocyte_Cahoy_all"
"2810402A17RIK","Astrocyte_Cahoy_all"
"SLC25A42","Astrocyte_Cahoy_all"
"IFITM2","Astrocyte_Cahoy_all"
"FUT9","Astrocyte_Cahoy_all"
"TRIM37","Astrocyte_Cahoy_all"
"CFLAR","Astrocyte_Cahoy_all"
"DIP","Astrocyte_Cahoy_all"
"FGD4","Astrocyte_Cahoy_all"
"HDAC8","Astrocyte_Cahoy_all"
"SMPDL3B","Astrocyte_Cahoy_all"
"ALDH5A1","Astrocyte_Cahoy_all"
"EMID1","Astrocyte_Cahoy_all"
"ASB6","Astrocyte_Cahoy_all"
"LYRM4","Astrocyte_Cahoy_all"
"FAM21C","Astrocyte_Cahoy_all"
"CAPN2","Astrocyte_Cahoy_all"
"FAM117A","Astrocyte_Cahoy_all"
"TMEM129","Astrocyte_Cahoy_all"
"C8orf53","Astrocyte_Cahoy_all"
"TPMT","Astrocyte_Cahoy_all"
"FARP1","Astrocyte_Cahoy_all"
"ACADM","Astrocyte_Cahoy_all"
"TMEM56","Astrocyte_Cahoy_all"
"C1orf198","Astrocyte_Cahoy_all"
"TCN2","Astrocyte_Cahoy_all"
"PTTG1IP","Astrocyte_Cahoy_all"
"CCBL1","Astrocyte_Cahoy_all"
"CTDSPL","Astrocyte_Cahoy_all"
"PRC1","Astrocyte_Cahoy_all"
"C1orf121","Astrocyte_Cahoy_all"
"PARP12","Astrocyte_Cahoy_all"
"NGEF","Astrocyte_Cahoy_all"
"CTTN","Astrocyte_Cahoy_all"
"RUFY3","Astrocyte_Cahoy_all"
"LRP1","Astrocyte_Cahoy_all"
"CCDC18","Astrocyte_Cahoy_all"
"ELAVL1","Astrocyte_Cahoy_all"
"ITPKC","Astrocyte_Cahoy_all"
"ITPKB","Astrocyte_Cahoy_all"
"C9orf58","Astrocyte_Cahoy_all"
"COL23A1","Astrocyte_Cahoy_all"
"PDP2","Astrocyte_Cahoy_all"
"MBOAT2","Astrocyte_Cahoy_all"
"ELOVL5","Astrocyte_Cahoy_all"
"CHD1","Astrocyte_Cahoy_all"
"UNC13C","Astrocyte_Cahoy_all"
"LAMP2","Astrocyte_Cahoy_all"
"PTPLAD1","Astrocyte_Cahoy_all"
"DBT","Astrocyte_Cahoy_all"
"B230380D07RIK","Astrocyte_Cahoy_all"
"SOD3","Astrocyte_Cahoy_all"
"2410187C16RIK","Astrocyte_Cahoy_all"
"CIB1","Astrocyte_Cahoy_all"
"SUOX","Astrocyte_Cahoy_all"
"MOBK1B","Astrocyte_Cahoy_all"
"AA408650","Astrocyte_Cahoy_all"
"LOC14210","Astrocyte_Cahoy_all"
"PIR","Astrocyte_Cahoy_all"
"ADAMTS5","Astrocyte_Cahoy_all"
"CCDC3","Astrocyte_Cahoy_all"
"TTF2","Astrocyte_Cahoy_all"
"SLC6A1","Astrocyte_Cahoy_all"
"GCSH","Astrocyte_Cahoy_all"
"CD247","Astrocyte_Cahoy_all"
"CD151","Astrocyte_Cahoy_all"
"BBOX1","Astrocyte_Cahoy_all"
"GALM","Astrocyte_Cahoy_all"
"CTNNBIP1","Astrocyte_Cahoy_all"
"MEF2D","Astrocyte_Cahoy_all"
"EPB41L5","Astrocyte_Cahoy_all"
"C6orf60","Astrocyte_Cahoy_all"
"PTER","Astrocyte_Cahoy_all"
"DOCK7","Astrocyte_Cahoy_all"
"PLEKHF2","Astrocyte_Cahoy_all"
"2310043N10RIK","Astrocyte_Cahoy_all"
"MRPS14","Astrocyte_Cahoy_all"
"SMAD5","Astrocyte_Cahoy_all"
"ACTB","Astrocyte_Cahoy_all"
"GLB1L","Astrocyte_Cahoy_all"
"ZAP70","Astrocyte_Cahoy_all"
"CAMK2G","Astrocyte_Cahoy_all"
"SKAP2","Astrocyte_Cahoy_all"
"APLN","Astrocyte_Cahoy_all"
"A230075M04RIK","Astrocyte_Cahoy_all"
"C5orf21","Astrocyte_Cahoy_all"
"PPM1M","Astrocyte_Cahoy_all"
"C17orf27","Astrocyte_Cahoy_all"
"LRP10","Astrocyte_Cahoy_all"
"EPHX1","Astrocyte_Cahoy_all"
"LIX1L","Astrocyte_Cahoy_all"
"GM166","Astrocyte_Cahoy_all"
"ZNF521","Astrocyte_Cahoy_all"
"ARL6IP6","Astrocyte_Cahoy_all"
"HIBADH","Astrocyte_Cahoy_all"
"EG622645","Astrocyte_Cahoy_all"
"HIST2H3C2","Astrocyte_Cahoy_all"
"FXN","Astrocyte_Cahoy_all"
"ESPL1","Astrocyte_Cahoy_all"
"RP2","Astrocyte_Cahoy_all"
"EPAS1","Astrocyte_Cahoy_all"
"RARRES2","Astrocyte_Cahoy_all"
"GGNBP1","Astrocyte_Cahoy_all"
"HSD3B7","Astrocyte_Cahoy_all"
"DNAHC2","Astrocyte_Cahoy_all"
"DAB1","Astrocyte_Cahoy_all"
"LOC545228","Astrocyte_Cahoy_all"
"KCTD12B","Astrocyte_Cahoy_all"
"LGR6","Astrocyte_Cahoy_all"
"SOX5","Astrocyte_Cahoy_all"
"NIP7","Astrocyte_Cahoy_all"
"CTSF","Astrocyte_Cahoy_all"
"CRTC3","Astrocyte_Cahoy_all"
"RYK","Astrocyte_Cahoy_all"
"HMGCS2","Astrocyte_Cahoy_all"
"LRTM2","Astrocyte_Cahoy_all"
"TIMM8A","Astrocyte_Cahoy_all"
"B4GALT4","Astrocyte_Cahoy_all"
"JUNB","Astrocyte_Cahoy_all"
"CDH2","Astrocyte_Cahoy_all"
"FLJ10357","Astrocyte_Cahoy_all"
"AIFM2","Astrocyte_Cahoy_all"
"D1ERTD161E","Astrocyte_Cahoy_all"
"ATF3","Astrocyte_Cahoy_all"
"DDT","Astrocyte_Cahoy_all"
"GPR125","Astrocyte_Cahoy_all"
"MYH14","Astrocyte_Cahoy_all"
"C030009O12RIK","Astrocyte_Cahoy_all"
"DENND4C","Astrocyte_Cahoy_all"
"CACNG8","Astrocyte_Cahoy_all"
"HYAL1","Astrocyte_Cahoy_all"
"CYFIP1","Astrocyte_Cahoy_all"
"CTSZ","Astrocyte_Cahoy_all"
"JUN","Astrocyte_Cahoy_all"
"CS","Astrocyte_Cahoy_all"
"EPS8","Astrocyte_Cahoy_all"
"KIF11","Astrocyte_Cahoy_all"
"USP2","Astrocyte_Cahoy_all"
"NRXN1","Astrocyte_Cahoy_all"
"MXRA8","Astrocyte_Cahoy_all"
"AW011738","Astrocyte_Cahoy_all"
"RDM1","Astrocyte_Cahoy_all"
"GOLPH2","Astrocyte_Cahoy_all"
"HSPC268","Astrocyte_Cahoy_all"
"MID2","Astrocyte_Cahoy_all"
"C130076O07RIK","Astrocyte_Cahoy_all"
"TMEM55A","Astrocyte_Cahoy_all"
"ASRGL1","Astrocyte_Cahoy_all"
"TBCEL","Astrocyte_Cahoy_all"
"MSRB2","Astrocyte_Cahoy_all"
"AMPD2","Astrocyte_Cahoy_all"
"RP11-151A6.2","Astrocyte_Cahoy_all"
"SFRP1","Astrocyte_Cahoy_all"
"AGPAT5","Astrocyte_Cahoy_all"
"TPP1","Astrocyte_Cahoy_all"
"PTPN21","Astrocyte_Cahoy_all"
"NT5DC2","Astrocyte_Cahoy_all"
"S100A4","Astrocyte_Cahoy_all"
"TNFAIP2","Astrocyte_Cahoy_all"
"FDX1","Astrocyte_Cahoy_all"
"PTPN12","Astrocyte_Cahoy_all"
"HNT","Astrocyte_Cahoy_all"
"CCDC85A","Astrocyte_Cahoy_all"
"PRDM5","Astrocyte_Cahoy_all"
"TAGLN","Astrocyte_Cahoy_all"
"DYNLRB2","Astrocyte_Cahoy_all"
"4930562D19RIK","Astrocyte_Cahoy_all"
"FOXRED2","Astrocyte_Cahoy_all"
"MIB1","Astrocyte_Cahoy_all"
"PLEKHC1","Astrocyte_Cahoy_all"
"KIF1C","Astrocyte_Cahoy_all"
"CBR4","Astrocyte_Cahoy_all"
"C10orf125","Astrocyte_Cahoy_all"
"NR2F1","Astrocyte_Cahoy_all"
"EPPB9","Astrocyte_Cahoy_all"
"2810055G20RIK","Astrocyte_Cahoy_all"
"PDE8B","Astrocyte_Cahoy_all"
"MANSC1","Astrocyte_Cahoy_all"
"HIBCH","Astrocyte_Cahoy_all"
"NQO2","Astrocyte_Cahoy_all"
"IFITM3","Astrocyte_Cahoy_all"
"SAMD14","Astrocyte_Cahoy_all"
"HSD17B11","Astrocyte_Cahoy_all"
"HMGCS1","Astrocyte_Cahoy_all"
"6720475J19RIK","Astrocyte_Cahoy_all"
"EG665123","Astrocyte_Cahoy_all"
"TMEM38B","Astrocyte_Cahoy_all"
"CCDC90B","Astrocyte_Cahoy_all"
"KIAA0100","Astrocyte_Cahoy_all"
"CEBPB","Astrocyte_Cahoy_all"
"TMC7","Astrocyte_Cahoy_all"
"LOH11CR2A","Astrocyte_Cahoy_all"
"FLJ38725","Astrocyte_Cahoy_all"
"BPHL","Astrocyte_Cahoy_all"
"MXI1","Astrocyte_Cahoy_all"
"GALNT1","Astrocyte_Cahoy_all"
"CLIC1","Astrocyte_Cahoy_all"
"LSAMP","Astrocyte_Cahoy_all"
"FREM2","Astrocyte_Cahoy_all"
"HLA-DQB1","Astrocyte_Cahoy_all"
"TRIB2","Astrocyte_Cahoy_all"
"LRP8","Astrocyte_Cahoy_all"
"VHL","Astrocyte_Cahoy_all"
"FAM13C1","Astrocyte_Cahoy_all"
"RB1","Astrocyte_Cahoy_all"
"BAI3","Astrocyte_Cahoy_all"
"SAP30","Astrocyte_Cahoy_all"
"POLR3H","Astrocyte_Cahoy_all"
"TXNDC5","Astrocyte_Cahoy_all"
"CCDC25","Astrocyte_Cahoy_all"
"NFIB","Astrocyte_Cahoy_all"
"CYP4F13","Astrocyte_Cahoy_all"
"NTRK3","Astrocyte_Cahoy_all"
"GABPA","Astrocyte_Cahoy_all"
"STXBP4","Astrocyte_Cahoy_all"
"PIGY","Astrocyte_Cahoy_all"
"BCKDHA","Astrocyte_Cahoy_all"
"ABCA8A","Astrocyte_Cahoy_all"
"AKNA","Astrocyte_Cahoy_all"
"PLAGL1","Astrocyte_Cahoy_all"
"PLCD1","Astrocyte_Cahoy_all"
"NXN","Astrocyte_Cahoy_all"
"ATAD2","Astrocyte_Cahoy_all"
"SPRED2","Astrocyte_Cahoy_all"
"CA3","Astrocyte_Cahoy_all"
"B3GALT1","Astrocyte_Cahoy_all"
"CDC42BPG","Astrocyte_Cahoy_all"
"1500009C09RIK","Astrocyte_Cahoy_all"
"KLHL25","Astrocyte_Cahoy_all"
"AI848258","Astrocyte_Cahoy_all"
"PLEKHO1","Astrocyte_Cahoy_all"
"SNED1","Astrocyte_Cahoy_all"
"SLC33A1","Astrocyte_Cahoy_all"
"OTX2","Astrocyte_Cahoy_all"
"TEKT4","Astrocyte_Cahoy_all"
"QPCTL","Astrocyte_Cahoy_all"
"CD164","Astrocyte_Cahoy_all"
"AI854517","Astrocyte_Cahoy_all"
"ATF1","Astrocyte_Cahoy_all"
"RAB7L1","Astrocyte_Cahoy_all"
"SPIN1","Astrocyte_Cahoy_all"
"GLO1","Astrocyte_Cahoy_all"
"HSPC159","Astrocyte_Cahoy_all"
"ETFDH","Astrocyte_Cahoy_all"
"MR1","Astrocyte_Cahoy_all"
"ADCY8","Astrocyte_Cahoy_all"
"5830455E04RIK","Astrocyte_Cahoy_all"
"AMHR2","Astrocyte_Cahoy_all"
"FXR1","Astrocyte_Cahoy_all"
"FUCA1","Astrocyte_Cahoy_all"
"ZADH1","Astrocyte_Cahoy_all"
"GM944","Astrocyte_Cahoy_all"
"S100A1","Astrocyte_Cahoy_all"
"ANKRD25","Astrocyte_Cahoy_all"
"BAG3","Astrocyte_Cahoy_all"
"ADRB1","Astrocyte_Cahoy_all"
"1110012D08RIK","Astrocyte_Cahoy_all"
"NUDT12","Astrocyte_Cahoy_all"
"PCDH20","Astrocyte_Cahoy_all"
"SLMO1","Astrocyte_Cahoy_all"
"CYBA","Astrocyte_Cahoy_all"
"GNAI2","Astrocyte_Cahoy_all"
"SERPINE2","Astrocyte_Cahoy_all"
"NR3C2","Astrocyte_Cahoy_all"
"A730017D01RIK","Astrocyte_Cahoy_all"
"STAT3","Astrocyte_Cahoy_all"
"GSTO2","Astrocyte_Cahoy_all"
"RBED1","Astrocyte_Cahoy_all"
"SLC20A2","Astrocyte_Cahoy_all"
"LAPTM4A","Astrocyte_Cahoy_all"
"ARX","Astrocyte_Cahoy_all"
"CDC25B","Astrocyte_Cahoy_all"
"TNFRSF1A","Astrocyte_Cahoy_all"
"NLRX1","Astrocyte_Cahoy_all"
"PER3","Astrocyte_Cahoy_all"
"PROS1","Astrocyte_Cahoy_all"
"MICAL1","Astrocyte_Cahoy_all"
"LMAN1","Astrocyte_Cahoy_all"
"ARHGEF19","Astrocyte_Cahoy_all"
"PHXR4","Astrocyte_Cahoy_all"
"HNRPA2B1","Astrocyte_Cahoy_all"
"PKD2","Astrocyte_Cahoy_all"
"ASTN","Astrocyte_Cahoy_all"
"DEXI","Astrocyte_Cahoy_all"
"ECHDC2","Astrocyte_Cahoy_all"
"POU3F3","Astrocyte_Cahoy_all"
"CTDSP1","Astrocyte_Cahoy_all"
"FNDC3B","Astrocyte_Cahoy_all"
"PIGS","Astrocyte_Cahoy_all"
"SEPT8","Astrocyte_Cahoy_all"
"BC023202","Astrocyte_Cahoy_all"
"LAP3","Astrocyte_Cahoy_all"
"AI663975","Astrocyte_Cahoy_all"
"CNTF","Astrocyte_Cahoy_all"
"GPT2","Astrocyte_Cahoy_all"
