"","A0","A1","A2","A4","A5","A6","A7","A8","A9","A10","A11","A12","B0","B1","B2","B3","B4","B5","B6","B7","B8","B9","B10","B12","C0","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","C12","D0","D1","D2","D3","D4","D5","D6","D7","D8","D9","D10","D11"
"isogroup26721",2.0378843905167,2.70859146208489,5.22464423297904,4.99409379828029,5.26833586169272,5.40219330786113,4.26382359021997,4.38507111552011,4.49989740244726,3.81160706849962,3.23144771868968,3.38388514708222,2.2011659738527,2.12342374813015,4.99256927073781,5.39069859061255,4.86680891907027,5.27950350567511,5.28263266972419,4.39333733129663,3.50361846134999,4.24515584720342,3.58405091553523,3.64375776558977,2.20513996348805,2.29985820796283,5.14492591824156,5.51817138776921,5.31628478161045,4.62458920493431,4.92196186852449,4.50465275847483,4.21048337219683,4.50256581611831,3.94818692909316,3.59376799680828,2.2470095908256,1.98656161456736,5.13011856419379,4.5573627884601,4.59234274143851,4.81084158485524,5.22295202104348,4.25441467182969,4.37382231174309,3.98720704672843,4.24869000319606,4.12270740205328
"isogroup14447",2.80508871300382,2.71992898299057,3.20128083560825,3.21186611360396,2.96274729696054,2.53229639868712,3.29180527980471,3.08753364199043,3.1085122264468,2.12010519668034,3.0024707558156,3.2806484059524,3.19289217408188,2.29731496778035,2.73245920968075,3.6135080109646,3.98443068516267,2.99861456849938,3.17579339822407,2.90849004282051,2.50221661103324,3.07578093731681,3.32266983440726,3.06672342077921,2.62349086354457,2.12029322116806,3.45082623286481,3.708024026641,3.25909298078645,3.12904189591228,2.74904890567101,3.35428304633746,2.40498183415135,2.89573306990187,3.82141485532872,2.94106197789743,2.68516120270486,2.11440571905103,2.52626354296894,3.84287438440888,3.1258604373411,3.02999783895659,2.90311052869398,2.61542346727147,2.73789946039227,3.4336758177268,3.54961837261135,2.84541576029791
"isogroup2763",2.54633730471657,1.68776857915073,1.45271610194054,2.52045937506335,2.43166364195468,2.45094274148456,2.623835283159,2.47267932726375,2.63653974540377,1.50001715830246,2.39330388118141,2.49316257191963,2.51444836150027,1.86422973746595,1.84358617375341,1.92585341340485,2.84478870171952,1.87624672715721,2.93721863155247,2.90910484849999,2.68133790428808,2.69953383804187,2.55722854746874,2.61488064331573,3.26422260605367,1.8364008635002,2.24474765656977,2.90808752096435,2.89787374654487,2.3972634051092,2.08571393872583,2.7784202613231,2.12092785152467,2.62156926443214,2.03436610029167,2.14084296870159,2.18364654284208,2.0926882179577,2.61070826194014,1.66417501309081,1.60403421347129,2.33083762269384,2.30019298199641,1.86597892180233,2.68582984353104,2.65463012357045,2.86387868624651,2.57138625829634
"isogroup4404",2.57893381954849,5.21806641657349,4.99788166339158,4.99646084935917,5.0093389765536,5.5835984136796,4.97267395281546,5.54280495412808,5.54930689974913,5.12453305422844,4.68975100257918,5.28049607441006,2.73426050664633,5.28048841360909,5.12891457910997,5.0733113869379,4.92740139490006,5.13570581414925,5.19948901974345,4.62580723315374,5.5441058348117,5.18221578127363,5.5470742043396,5.4993928003787,3.1868863036429,5.25872109726801,5.1393450092493,4.61971116738361,5.40500180674821,5.23012885978061,4.92834306356284,4.58483642626321,5.66658756325392,5.53483110992517,4.6595279794147,5.53595889753499,3.2386638474297,5.68422915462278,5.13803630980668,5.34489346421278,5.12172592014209,5.24615015772314,5.55814381632648,5.08546035219933,5.63338249851233,5.10477666564508,5.53863733562663,5.15747250155182
"isogroup13172",5.65824620567886,5.60339782035491,4.62685460775342,4.41624083146647,4.86133134931698,4.93867790533565,4.84854734426882,4.60328906191106,4.72521437704548,4.69496864964095,4.89441378464672,4.83967173518714,5.40064135972964,5.59825815700153,4.64758437862844,4.83346431951566,4.69788226950185,5.02908659030337,4.87923790015194,4.88229133781703,4.40975190632276,4.24439784270442,4.45639066371232,4.83004252817084,5.5567559287916,5.73868277787002,4.82123656775364,4.42301957635249,4.4418515455699,4.71511259148816,4.49790977419064,4.72803091491928,4.33976956055044,4.54893642111446,4.52730020516648,4.13661709451437,6.0822325959952,5.73219143087416,4.76357415860259,4.97279954328878,4.88580551244869,5.1037744497638,4.75006328195156,4.69514727608648,4.29572360730811,4.60213260408299,4.47991372330479,4.60889662164162
"isogroup6147",6.23903313221625,5.11555884673971,4.54956927911699,4.70225172514876,4.87056818017849,4.69666353922487,4.63128416393237,4.15951800527834,4.01220768821019,4.61325944689311,4.8738159270365,4.98677670020288,6.13322707426326,4.44201413543267,4.57248814526475,4.66402084862266,4.87992704362434,4.38729203589631,4.6478205376212,4.57358188680404,4.85157886639352,4.75722634613632,4.46640556064228,5.28441110019697,6.15574211948176,4.84650105930427,4.83049562032876,4.90113905079582,4.91845019163299,4.56488370769193,5.06250702431134,4.60366588795203,4.76960872372461,4.73167567787072,4.46506172700071,5.1556250953251,5.86019109456604,4.95884349270651,5.02588539787381,4.67192570248555,5.21022051621381,5.01741778486824,4.80324082347629,5.00101057710361,4.56553405550059,4.82307518706933,4.85560273536722,4.61899262161055
"isogroup3989",7.33529017126375,5.70952444314363,5.21834564859867,5.33386404698346,5.74123200995078,5.7064610788787,5.65229592287551,5.39294806913546,5.14584036356318,5.58040134883288,5.45583736672774,5.21030182384471,7.14656477210906,5.91649802789587,5.4376131147068,5.33820173910803,5.30957304447859,4.92844993665803,5.69422074393787,5.5706073350523,4.6163568328037,5.2833687446857,5.49203376140658,5.11080377318771,7.31391911300648,5.76604742571687,5.20529897896108,5.51416283116008,5.13407117459236,5.26340209662236,5.39501016843306,5.56594789822448,5.33312078383714,5.26825240877541,5.53075625821597,5.27154184374943,6.90397823501456,5.93065036424272,5.66254979193073,5.36015802098527,5.15965201566314,5.31638060822213,5.83387980677971,5.0194289834621,5.18613094100762,4.98907392358065,5.40677453032026,5.45093556255685
"isogroup17032",4.9962857328653,5.18005408688167,4.58745529203177,4.77325949384893,4.89624097700281,4.97871316514958,3.82586203284321,4.18270657499691,3.28629366638928,4.00852469733674,3.48200145157131,3.85752991134765,4.56628314669763,4.63386804399109,4.65482055748843,4.15355336367437,4.72630907587244,4.80847716277281,4.49532829909117,4.06716595416446,4.18543370602332,3.6565212873662,3.99672217243583,3.45232188995155,4.86999382711708,4.78076735080673,4.72076908232543,4.64750850994787,4.1896239545904,4.13925603647511,4.65422774729063,2.77286146524601,4.03739926998695,4.06693791345163,4.1765283926804,3.48710918645286,4.91193550781448,4.94866740616428,4.89821364194412,4.27448086545021,4.49517563317887,3.91132914710673,4.25727651013881,3.67119060575559,4.23006405654202,4.13908423420591,3.7228766607073,3.50538170788042
"isogroup4503",3.47846493232385,3.42472079671757,3.48444911628735,3.32310887995591,3.42275820355022,2.67678889992361,3.31672044026566,3.20495477790273,4.22091671836126,3.32974103582663,3.65687396728208,3.48925226427572,2.91912621838494,3.26593521382487,2.75713876243646,2.96351957164361,3.55307499046857,3.29624198470543,3.62000552426678,3.38667049512476,3.04405651254364,2.65242229912742,2.82384134440683,3.79431926606558,3.2007761522522,3.23151045260046,3.34107266824189,3.32527356998091,3.37533116192662,3.7808982717164,2.71716189422301,3.33734367251756,3.26740222410242,3.89605298710769,3.1239954414105,3.79250478289902,2.82172192794603,3.37936363888061,2.65556765059559,3.47754270423359,3.23997603359196,3.45590130109661,3.27468333967927,3.19184700501874,3.47994559699956,3.5538984117391,2.96543838055638,4.0484623185816
"isogroup22530",1.23487644882669,3.89937511744762,2.97278732035821,2.1327179008523,2.7792842190369,1.8492808322481,2.64698655966819,2.76270622263317,3.67283094818299,2.74895793939362,2.6806189680645,3.01421408916892,2.29779247223872,3.46641782741229,3.16656069658733,2.10022386404177,2.31736189327862,2.99765545793455,1.98042842440608,3.27612494914713,2.25420839719526,2.57029163302792,3.23186992308963,2.76694900969336,2.3033197111875,3.93461419780002,2.94248189923214,2.37300224901792,3.26444356539568,2.66526232818878,2.79189099746572,2.53650304445112,2.45471606813051,2.60530593501597,3.43614812996787,3.01811998262839,1.81025438108568,4.39746442721889,2.65669070829447,2.64916275093677,2.84458549829927,2.34597097348537,2.26692961541656,2.29569568133138,2.5224585858054,3.18590873537755,2.54691754968655,2.89224042058994
"isogroup4616",3.93475786866945,1.97796405594227,2.61773592666082,2.65186928283537,2.18985547623146,2.38673941811407,2.9857105083761,2.46225161854574,3.1433504211874,2.86257787229613,2.65982398708915,2.92872246713009,3.8344225059436,2.89657289970609,2.27788756372596,2.4375873992458,3.16927198090779,2.0281690410392,2.57415010282664,2.00754395673011,2.80890596761158,2.83376436405774,2.57383958053743,2.35766151715893,3.07907592801244,2.13424453611424,2.25706383214302,2.69208050968771,2.44230206227272,2.8442349579575,2.77023697244663,2.24890438591746,2.07446233242676,3.40954096307178,2.67652008485212,2.30893370327792,3.9204356233384,2.33268159893462,2.63637255215489,2.62623678095844,2.33241247460248,2.71074304528524,2.91214771893421,3.06984865344023,2.50213349017117,2.80393645772706,2.52436207868946,3.13480862425656
"isogroup21165",7.09511539080752,7.12082559124908,7.51247381327411,7.20195311389887,7.40076326875356,7.13428875811806,6.99021574584723,6.81102266868826,7.01359481161103,6.99856627115631,6.64799818504452,6.81529774510981,7.25601584086795,7.11818378923217,7.46250232087156,7.1911959573041,6.99786617568892,7.28530025609101,7.12768739037496,7.2194965889832,6.96219091311275,7.07094212100641,6.66280664390666,6.4867655515611,7.29591498724763,7.26431910879141,7.60288291487507,7.3354590666229,6.97285815936753,7.16664812088211,7.23053616751369,7.1230290918514,7.045099927943,6.89354451533124,7.11170406847147,7.00558897248262,7.54088362414942,6.98373775880085,7.66044101668716,7.0472146254448,7.35963413415149,7.182845345239,7.19656767809992,7.3009879700544,6.92225952827201,6.9281989689137,7.07905155878537,6.74011143713275
"isogroup10169",4.26138147051536,6.06627784240019,5.29288543829258,5.10739937095105,4.98137436576724,4.80056090828633,4.70857549432209,4.4292375564176,4.23284095123949,4.40123048829983,4.29088970942649,4.50618222954726,4.23465540621615,6.10504456970338,5.34667363096529,4.66062173866535,5.1948128089111,5.11123533796629,5.41928695538876,4.5699826121201,4.33820296932354,4.57810102207537,4.57495100503417,4.56470794647392,4.66217780426605,6.0642089619924,5.21102951264301,5.0549959067325,5.18802391755451,4.88771370120709,4.75032871019845,3.67531865245286,5.24809516341726,4.72826693576615,4.72881184315492,4.60792110750272,4.06827882433381,6.23715251312355,5.40601936170513,4.83411190619243,5.14196290184713,4.82564607407324,5.16353229659019,4.43111042897778,4.80082248533999,4.44415775771281,4.48649642698377,4.61543735167655
"isogroup585.1",3.13322011862936,5.51934907804867,4.76665411033547,4.68140951936804,4.31246874720093,4.69823757591324,4.53521655835014,4.949725491414,4.81048910827616,4.55951861254601,4.72810465679269,4.88107533871114,3.50100038433415,5.3624696571482,4.71060886151807,4.7583526644359,4.62919107512772,5.04123778828429,4.56137103011735,4.99137142776096,4.50794265694769,4.61988031117093,4.81075483053759,5.05955944954522,3.02660724372141,5.4987201591604,4.6850284485916,4.57982948742693,4.82844082551172,4.579378139546,4.60821447508011,5.19730541900069,4.85221045121494,4.83018453361926,4.89823779383468,5.00345160232099,3.56857344597003,6.00239319940721,4.60193352198827,4.73175683633682,4.66271101427082,4.94351048745825,4.79375442536728,4.69966624943437,4.57796664404609,4.70235855413171,4.49474409145733,5.16648880213006
"isogroup30908",2.72517718726143,2.47241788348965,2.91903393677822,2.79896383098907,2.60717221830041,2.9860285210598,3.45685563052103,3.20103032312675,3.18906769176128,3.23823387940518,2.82049753551971,2.74793776246127,2.52931474094549,2.46825783901677,2.44514191348849,2.87730796464658,2.76844190773907,2.26718625335815,2.73289140500699,3.0842058188926,3.52242406876762,3.20767553643186,3.10255294198684,3.24160925377709,2.33249226404604,2.18207538592003,2.01855093350939,2.91587429997995,2.05461018586437,2.79188479321778,3.37853473739121,2.56503610829565,3.3307390722787,4.003464553569,2.90980486259893,2.36553021976585,1.46573286459843,2.02724488439853,2.30466652390137,2.46477057350058,2.38003728818946,2.95482803706298,3.69994940233538,3.22474520977984,3.10025175976318,3.20888797537616,2.75040561948806,2.58393043706673
"isogroup29004",2.07698658464477,2.53609967452646,2.90586440880389,3.13021983366068,3.7441496531924,2.99724913158118,3.27653243950047,3.43022963128659,4.02448472882789,2.9369923432327,3.26043211803711,2.89866809488755,2.01109090838127,3.29194541036304,3.0603725990452,3.47846170953968,3.51647427071616,3.25646796971611,3.16891600233945,3.53595497545674,3.08747985084066,3.75043479860255,3.46038355688605,3.58667390137952,2.29112734930259,3.25704212188989,3.17771888930711,3.21737962455366,3.22753251546543,2.94588489979086,3.33464843568928,3.55795717160371,3.61343474279215,3.13108989763821,3.49375447239169,3.51113419683811,1.70958332570506,3.13118818623005,3.26763423290604,3.912713425266,3.35571433473504,3.60741318112972,2.83892789341024,3.73099045521682,3.17100340805819,3.37086505176327,3.42972531508333,3.07909736387469
"isogroup2197",6.54325561680312,6.16419702012603,5.95334734012883,5.88357424077972,6.09568558023747,5.88399706103264,6.36469207167091,6.50021913718128,6.75529383762315,5.88935015459551,6.24697970451193,6.00848086703932,6.7297565112818,6.43480361544701,5.54163728278357,6.7907027571062,5.85052197947825,6.24252752229545,5.39452316703636,5.72713393067474,5.96858026547258,5.68216627886822,5.56203594880635,7.0018866757307,6.62499434123144,6.22491446097562,5.46742181660588,6.24715645279872,5.91902103420481,6.41415422024323,5.89796523643152,5.94032079164989,5.65583632713885,6.6019195040513,5.37176501647616,5.68788098166489,6.19098111552785,6.36060345616998,5.71567804990872,6.90542227391831,5.22862375229874,6.90990793754668,5.8611054115173,6.15531343101625,5.97361189402428,6.86796548135096,5.59558595439754,7.34575229316624
"isogroup23101",3.55814600749957,2.62216152734332,2.62303229304721,2.8591765072573,3.4686099816379,2.89448618562431,2.98154053585509,2.96495317286932,2.90450868746961,3.29576551709483,3.17020328761024,2.80695458681403,3.72263493586269,2.99543575176889,2.80699302250304,2.20423285394195,3.06592686710773,2.98191784004582,3.61080205218319,2.74125023058364,3.46843496599057,3.05875821655285,3.55563529307936,3.13840062690764,3.39359239564262,3.29054609234374,2.94694458492731,3.12872015095193,3.43488808494787,2.75059152158734,2.73089918028736,2.38467253020029,3.30820974767102,2.49722368926487,2.79533515848747,3.41508256917878,2.9937570545657,3.0439412155163,2.74209709232247,3.21782526832528,2.29032269010359,3.01351686267096,3.24790530806525,2.91831235318966,2.8220115608772,1.72020402755619,1.91547428503762,2.45198120090285
"isogroup4128",4.54785912855851,4.20481029549066,4.15564564631253,3.78992469522012,4.00342731887532,3.99848552584897,3.89655919020292,4.18137797430615,3.89751336406374,4.07585718488505,4.52393760532193,4.05770963070114,4.70022373326531,4.34866759044012,4.32134592855037,4.04114676125959,4.20862916174457,4.23439526471704,4.38782961026853,4.06599436210405,4.33529447849335,4.43473608342341,4.65031597390464,4.00447832265079,4.97438000576658,4.13955511672098,4.32753433082744,3.93859988933466,4.36416140751194,4.37402626584958,4.3083083576826,4.05704481213535,4.46894428679961,3.67702767995263,4.40456961533116,4.86791073662927,4.8289204960346,4.05184277750638,3.88671553217143,3.72426446801378,4.59333639038818,4.11921320917643,4.65846650620101,4.02256457702965,4.37510995318525,4.4852160202358,4.3500003385422,4.68057689136724
"isogroup702",5.41261000756682,5.00404075491874,5.60353932624158,5.64787286128156,5.49679491725571,4.92479681683066,5.89688643893546,5.52760259731321,5.66472911660436,5.15421359175032,5.60962816420372,5.68722698173606,4.97724039174741,5.15663221907531,5.67557356700082,5.65691512567504,5.82106395273998,5.51015096298328,5.26731399690132,5.89609358763725,5.56868100170508,5.73877425777696,5.77999880489224,5.51855865189921,4.74066299900797,4.89263934082008,5.7467118747294,6.11179199671827,5.84443990578328,5.66995868252966,5.55527166380319,5.69838373198426,5.42557348160755,5.59912086575678,5.65848734672142,5.4544450586738,5.22294336952368,4.90759244076963,5.67469880056694,5.98181768873199,5.67923234907061,5.76250350013594,5.4276117077527,5.72108066177134,5.94586325862215,5.57732255175988,5.40432174275278,5.79480717628232
"isogroup13416",1.25544094412298,1.99944386929588,2.49791606404549,2.73060554125761,2.63648395412571,2.54324610458701,1.85587240627182,3.26958898556797,2.53645487437756,1.68901937557677,1.53450901988636,2.20918296056177,1.01855096027631,2.31410331731299,2.74106996400047,2.20059586709499,2.06694430568695,2.9453312701926,2.76989631759947,1.7308389453845,1.63801956143539,2.46973219046022,2.06792572882986,1.74890319062025,1.02184793974582,2.73208407008282,1.88467978260419,2.47610939727432,2.68316389235875,2.53305356396099,2.68306852435278,1.61452779251581,2.91813240577487,3.09070580765889,2.19757019845174,1.66432434228373,1.05640837011627,2.47217055881504,1.8526554498789,2.15096698568912,1.49122522062878,2.49131492998953,1.40831996016966,2.41663378473379,1.83418329172025,2.31542507078468,1.46455246469474,1.80035036253042
"isogroup10295",0.868829852539256,2.39167942041678,1.74362794477154,2.03243101321217,1.95038459595422,3.22501801498948,2.061147477676,1.28794634168337,2.91744689677078,2.33898043358266,2.43717429731242,2.09473920051561,1.00875927338117,2.06862499398407,1.90184949520608,1.57120864083709,1.92068019857647,2.43342779393036,3.38720706598752,1.98703623497534,1.82681128454652,3.45008147526368,2.35033505136572,1.94607886476846,1.01210171746529,2.65786423176348,1.88154829887515,1.61485868526239,1.39782236264716,1.66081657172475,1.97773187911737,2.8597750538622,2.82799364836828,1.8375398592992,2.6267478343422,2.93638686990545,1.47507661223203,1.40217252281317,1.65374658240292,2.37889277238613,2.09418429697651,1.4785518327154,2.38569241730159,2.41771369632725,3.30215953261535,3.47012102340642,3.02788160491703,1.03981192412924
"isogroup4409",6.51687506449216,6.13841067368023,7.6666903534261,7.64452380714643,7.82491838910805,7.76021184527318,7.4229790149716,7.52712227904094,7.35597932961089,7.38725237607867,7.23263067511187,7.16250167250362,6.55831770166596,6.05626137623132,7.77146128111451,7.5523667305263,7.63552801930015,7.70768003439055,7.66641666734371,7.53284382347736,7.37893110771771,7.47094775318616,7.30861356634246,7.2933918700824,6.56537331253071,6.07712551665841,7.71500865880569,7.65590925283578,7.66532231552748,7.67341428240512,7.88720352332939,7.5515774207774,7.69820161008638,7.18363814609798,7.70572917092159,7.61544551193961,6.80455909139014,6.1599837950903,7.8043712940478,7.51552032404999,7.83123217265261,7.44618473180562,7.71104513017001,7.57314656963036,7.66622479439554,7.39067246981117,7.42996831661163,7.32889377245572
"isogroup25875",2.24893219083971,3.54436972754907,2.95936819917304,2.94658455468111,2.93397329479948,3.21498862339142,2.76546446733534,3.07448905664861,2.30449567357099,2.41174039654574,2.23058826877971,2.32972166468703,1.74884419174279,3.58784246504533,2.40824085387696,2.08881647210904,2.97489327720104,2.98376198384069,2.80085661208738,2.92491145911549,2.72135069447119,2.70723557279425,2.15387694483309,2.63791478340701,2.67058943299948,3.14336765071055,3.12813996553438,2.36126397610173,2.24944163172165,2.65249719085825,2.91385803086839,2.52179566563476,2.94349279612118,2.59116325681893,2.87016514261919,2.31929245594631,1.79905104922987,4.00889076308063,2.26611340903922,2.63478854554338,2.61104858237699,3.16879612843398,3.04187522236017,2.66215340821295,3.32914309339623,2.32003100600933,2.71102083673777,2.33581449755099
"isogroup37152",1.42725098417036,2.66466934509146,2.18629921547111,2.00825954225938,2.08988437298178,2.84265784843911,2.89440062256343,2.87737864554435,3.32960152374452,1.84887901985969,2.79180851874979,2.22602634866749,1.60729734073168,2.63898941585778,2.61431835189175,2.84989038243582,2.19994161805673,2.67987016500512,2.79984504015235,2.94781567574366,2.8904303599874,1.82676761859849,2.20477466274353,2.76079271980282,1.21870989640346,2.69297615514547,1.86567395883242,2.38187246794717,2.93657407360267,2.75406084502309,2.67280719546236,2.82031251146536,2.48276993138538,2.47769431211918,2.92692936693378,2.46685883874423,1.97244116726633,1.72966890766151,2.54323967760106,2.52123629248404,2.92149823761369,1.64330198685685,2.13466658093805,3.19538841290057,2.89505609221635,2.89465033440898,2.20686069568072,2.21626638322116
"isogroup1034",2.79300885626583,3.04702887656057,2.26980841992937,2.65142971109224,2.77408247507062,3.05467954174943,2.87018572528943,3.26264220260598,2.69424023891996,3.20123360002136,3.53915917076213,3.26951742758212,2.6045748434323,3.00015216896335,2.72087310128495,2.70027766994532,3.14014309533992,2.5024530849241,2.68742084710748,3.25849557261865,3.15645250040001,3.52521112757118,3.23990230845474,3.50569430250772,2.93225819936832,2.7125091413191,2.69862610186084,2.70045956789297,2.56714445474837,2.5223399650837,3.13794214606898,3.58445910330239,3.2297160895938,2.26201056454868,3.40476699567236,3.54916479077717,2.84609460647503,2.3426776113691,2.63640028170208,2.54436268589428,2.71632861315107,3.10587679292354,3.02362840024953,3.05747553511502,3.42076667596932,3.66707732372914,3.78129327819091,2.65905518583581
"isogroup30365",1.05135542503262,1.33970805940426,2.41824260791372,2.16345685454676,2.46522969631124,3.11583894805541,3.40511132394953,3.07126761914605,3.04483147742743,3.45105312689789,3.42351257710468,3.3389408610903,1.19726227659494,0.907821912999617,2.29865425862993,2.48237265275218,2.88021953994387,2.55720163278553,2.0315886681696,3.43502127581507,2.51352772020001,2.97303143939346,2.97327924595858,3.11502508596172,1.20075599785323,1.21239167020097,2.39000860694227,2.3763793734104,2.33160850221986,1.9927222759674,2.66958413836562,2.98707701359058,3.35176327242257,2.65960506705151,2.75856459084229,2.18127558529656,1.23739805644781,1.097675646721,1.79598396259191,2.51638256272088,2.73027778617958,1.85774266096881,2.51703174398211,3.19641336230915,3.24126891903352,2.69464911430111,1.94260967616971,2.60893996220816
"isogroup9589",5.09281847726704,5.12683999464785,4.32544137209246,4.63630115729532,4.31068434039692,4.11768806240191,4.23045652736872,4.10148754854787,3.93307744634858,4.17219015633876,4.39955413845468,3.64633415872058,5.31905040826735,5.07592121120591,4.44282279147991,4.46304088308376,4.12526189310646,4.65216938479392,4.30164806678977,3.57357675753968,3.94362825137857,3.59667659272039,3.97452068776453,4.71615934874931,5.35234721873951,5.32737926257162,4.32567830147208,3.92050275644249,4.21988512198998,4.43856537197024,4.28107259942497,4.27358569866612,4.06808410192174,4.17837981096158,4.02730924697364,3.95196802726053,5.27242840180312,5.32231368855974,4.20187537462456,4.14948255145678,4.20549347046939,3.99811753392606,4.22574901118166,4.05533503431395,4.36994330254509,4.17151165662595,4.60118025593874,4.04299996834062
"isogroup2979",4.80132510790302,3.40768805187753,2.7934802157823,3.77067087606731,2.61786406116387,3.58920778557956,3.51820675744621,3.5005916374567,2.88985527178861,3.01464794233586,4.00927263423937,3.41795702815129,4.97228740317747,2.81100454721819,3.05412953256807,3.30375523600754,3.07536196137676,3.3276470368128,2.96411404725743,3.60706730323697,2.88680913195551,3.11326055661598,3.2397960139429,3.5918406109971,5.08751152189558,2.96340786393656,2.86121671899363,3.70002886269979,3.30191875385807,3.76281838361457,3.30182188677151,3.04275114801635,2.99128913025367,3.57028895952927,2.98614589658456,3.71268418440247,4.52827248997114,2.61208473357682,3.01036467769793,3.9822453407302,3.18572996039551,3.61566116373282,3.60113428453964,2.78670853453264,3.24149013388884,2.90714018949097,3.69326561088671,3.51452988760515
"isogroup20715",1.96899191071697,2.15514978327211,2.44819316324456,2.68887708046307,3.01132433217166,3.25726057208577,1.79925222427964,2.53865943183187,2.70843047867997,1.87977184451842,2.91524749818256,2.99440315406104,2.19445250208776,2.0901240312931,2.06842492423834,2.19462588319984,2.08706382954981,2.91129928797556,2.62082471879458,2.97285723048281,2.5426660140296,1.85761181443815,2.23143252946068,2.78536063660129,1.64552288591755,2.32214778652299,2.04833556825112,2.89112401898239,3.17782553130716,2.6817778047915,3.17772425189297,2.84749412910666,2.76103375381204,2.50574568763265,2.11384938900646,1.87987391816126,2.25770894005687,2.15645439320483,2.02223917284581,2.73587665758882,2.25899343852941,1.67389899924795,2.96716923989079,3.40460463892704,3.42915686292343,2.92191001353497,2.78805963258358,3.18200982322682
"isogroup22536",1.69900112367675,1.86944519445606,2.85706429561287,2.30574346539708,2.22158133038215,2.00572698495388,2.19555797389173,2.18102010238546,3.44206506620556,2.75850444667041,2.55590458997483,2.42888142947916,1.59651613321489,2.43233974586272,2.29613609662392,2.84103280958588,2.71465535473503,3.20893148149671,2.19597889529856,3.05235544645777,2.61376185900077,1.5201006060346,2.88107070562118,2.85070224334513,1.60084953700398,2.8416347164028,2.82678831414971,2.85883896817972,2.50711693413262,2.29915803196877,2.12013561514603,1.78237230976424,2.60700006713964,2.65354388222899,2.7517090674349,2.45644253083462,1.24352360742969,3.12239292588329,2.41894656759027,2.02897140271189,2.49935300004519,2.60883891617375,2.3331323769863,2.15319257188547,2.88646945292933,2.45724783071245,2.75251274740072,2.20622641200616
"isogroup10121",1.41448048047143,2.90874019739229,2.85412627014244,2.30289582112871,1.91891553961615,1.26946098253936,2.77221119278449,2.17805946956493,2.86247731884692,2.61771836222883,2.27323180879101,2.60509877753714,2.54317908373799,3.19478440310616,2.6028785024152,1.72292367818746,2.62404137594245,2.77610689324843,2.6905070064286,2.5142844465786,2.391230748814,2.05610358503569,2.96194756423663,1.88556713087282,2.54928433492344,3.1585693885497,2.48605594949426,2.93295156129589,2.50402613504393,1.80256107827609,2.11704600251229,2.8072863230402,2.32103461173013,1.66899197265499,2.55815363419709,2.88060501309311,2.21512370584463,2.96616851344114,2.28822177135316,2.02567727283223,2.4964320452364,2.48861553769013,2.50909598681377,1.89940856422458,2.12579824788548,3.05236963758752,2.4068379276857,2.20305710930977
"isogroup762",4.96709598566599,6.27344954335408,6.16785278153733,6.00877441735605,6.15238582108893,5.71884848994192,5.69917793697211,5.43919057912857,5.7008870486005,5.47252648472128,5.87694438923292,5.8422289589179,4.922256507922,6.2155332378109,6.08840394600865,5.76211761495167,6.03613746039151,6.04109434671214,5.66452701132309,5.77951531936119,5.86240913585933,5.9010850106077,5.50463651658257,5.60781497337929,5.29791187566644,5.99145252512768,6.01422827245152,6.04516345605141,5.93084094950258,6.05761342220905,5.62627068537417,5.79974507143977,5.66409203672344,5.72578369314205,5.33433736924279,5.9480638077311,4.78522330641699,6.62179730519909,6.02487653518026,6.00379008569198,5.95084237710342,6.04306177131119,5.89831242374894,5.69592849247748,5.73260438934579,5.53005879540063,4.97318849605034,5.55166350743041
"isogroup39685",4.49313991423416,3.53900444202421,3.10568623338434,3.32339359138471,3.55158773345158,3.27458766972047,3.8370559797474,2.81265297648872,3.95063079834453,2.92440012223044,3.28964151702157,3.45852287138753,4.27965372829749,4.04879788896057,3.9851743653676,3.72641831614236,3.57072817006018,3.59470761100131,3.3623045674959,3.80917485811496,2.9354491153546,3.85762056492408,3.74566994239627,2.71012938388198,4.60526352698909,4.20549698831543,3.46955146150593,3.87726700777663,3.10634084396812,2.61968767465399,2.9652324468069,3.55424375601231,3.34309106385299,3.38766959540286,3.20875895633603,3.49500394126091,4.46657269777082,3.74077115363557,3.57414784843482,2.98886066159724,3.53663930920423,3.59343516149463,2.8110167019155,3.84011404391727,3.20770739612712,3.6331828417132,3.32335607507181,3.20526557690809
"isogroup2219",2.51333767175166,3.8670840407706,3.80803290909252,3.52698261971582,4.47233650488103,3.03791883780839,3.45717093442113,4.19659903533063,3.80164714434565,3.94902998776174,4.23248672034937,3.87338064335711,2.27211275800449,3.10926894827145,3.88684456000267,3.49775431129788,3.6822772877585,3.78309222584945,3.95656246007261,3.71150664245442,4.12053193603011,4.09813637457175,3.74954673874525,4.06773683772047,2.27666334023853,3.6995702683837,3.86173702221247,3.84463049048689,3.61211604916589,4.08154995225217,3.85802738930832,3.95123094125082,3.31683025510601,3.86563286653586,4.06214697041156,4.03349088290289,2.32465694120599,3.35966113338384,3.57430077899564,3.72831667259599,3.89087551325571,3.58977415934959,3.8640045264132,3.90081760093903,3.87368000917696,4.21528704443262,3.9573693736159,4.04250954249526
